OPE ID,School,academic_year,State,School Type,dl_sub_#,dl_sub_$,dl_unsub_#,dl_unsub_$,Total_$,Total_#
1191900,BEAVER FALLS BEAUTY ACADEMY,2020-2021,PA,Proprietary,41,68908,45,98583,167536,68994
1192100,WESTCHESTER SCHOOL OF BEAUTY CULTURE,2020-2021,NY,Proprietary,32,56000,48,121103,177151,56080
1193400,VERMONT LAW SCHOOL,2020-2021,VT,Private-Nonprofit,-, -,4,30239,30243,4
1194100,AMERICAN UNIVERSITY OF PUERTO RICO,2020-2021,PR,Private-Nonprofit,260,343812,173,138700,482685,344245
1201500,AUSTIN COMMUNITY COLLEGE,2020-2021,TX,Public,8675,13930870,8454,19536423,33475747,13947999
1202000,VICTORIA BEAUTY COLLEGE,2020-2021,TX,Proprietary,101,143832,121,252354,396307,144054
1202600,BELLUS ACADEMY,2020-2021,CA,Proprietary,272,405398,291,626647,1032336,405961
1203100,SAN DIEGO CHRISTIAN COLLEGE,2020-2021,CA,Private-Nonprofit,529,944046,515,949328,1893889,945090
1205000,ROSEDALE TECHNICAL COLLEGE,2020-2021,PA,Private-Nonprofit,733,1277084,786,1569679,2847549,1278603
1205100,PRO WAY HAIR SCHOOL,2020-2021,GA,Proprietary,152,247990,164,366914,615068,248306
1205900,TRINITY BIBLE COLLEGE AND GRADUATE SCHOOL,2020-2021,ND,Private-Nonprofit,171,338470,168,287886,626524,338809
1206400,ORION TECHNICAL COLLEGE,2020-2021,IA,Proprietary,192,372499,207,560526,933232,372898
1207500,UNIVERSITY OF CAMBRIDGE - TRINITY COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
1207800,VICTORIA UNIVERSITY OF WELLINGTON,2020-2021,,Foreign-Private,6,9250,6,11000,20256,9262
1209000,ROBERT FIANCE BEAUTY SCHOOLS,2020-2021,NJ,Proprietary,144,203796,153,292026,495975,204093
1209200,KENNETH SHULER SCHOOL OF COSMETOLOGY,2020-2021,SC,Proprietary,384,561418,407,813547,1375372,562209
1209600,ECOLE HOTELIERE DE LAUSANNE,2020-2021,,Foreign-Private,8,18000,7,13500,31507,18015
1210100,UNIVERSITY OF CAMBRIDGE - GIRTON COLLEGE,2020-2021,,Foreign-Private,2,3500,2,2000,5502,3504
1210500,NATIONAL PARK COLLEGE,2020-2021,AR,Public,1079,1770046,627,1565169,3335842,1771752
1212300,UNIVERSITY OF PUERTO RICO - AGUADILLA,2020-2021,PR,Public,172,397872,-, -,397872,398044
1213600,UNIVERSITY OF MANCHESTER (THE),2020-2021,,Foreign-Private,37,58500,52,73667,132219,58589
1215400,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,2020-2021,CA,Private-Nonprofit,148,395016,152,530312,925480,395316
1216500,ATLANTA METROPOLITAN  STATE COLLEGE,2020-2021,GA,Public,731,1382144,763,1602978,2985885,1383638
1218200,CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE,2020-2021,AL,Public,544,912025,611,1229339,2141975,913180
1218700,BLACKSTONE VALLEY VOCATIONAL REGIONAL SCHOOL DISTRICT,2020-2021,MA,Public,17,29015,17,43811,72843,29049
1219800,UNIVERSITY OF BRADFORD,2020-2021,,Foreign-Private,3,4500,3,2000,6503,4506
1220100,UNIVERSITY OF OXFORD - REGENT'S PARK COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
1220300,ST. PETER'S HOSPITAL COLLEGE OF NURSING,2020-2021,NY,Private-Nonprofit,146,270935,141,404389,675465,271222
1220600,JAMES COOK UNIVERSITY - TOWNSVILLE,2020-2021,,Foreign-Private,5,13945,3,9000,22948,13953
1221500,BIRMINGHAM CITY UNIVERSITY,2020-2021,,Foreign-Private,7,11476,5,11500,22981,11488
1222300,JAGIELLONIAN UNIVERSITY MEDICAL COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
1224800,CENTRAL SCHOOL OF PRACTICAL NURSING,2020-2021,OH,Private-Nonprofit,41,71750,46,136750,208546,71837
1225800,ASTON UNIVERSITY,2020-2021,,Foreign-Private,9,11500,9,10000,21509,11518
1226000,EAST ARKANSAS COMMUNITY COLLEGE,2020-2021,AR,Public,174,172922,150,134199,307271,173246
1226100,NORTH ARKANSAS COLLEGE,2020-2021,AR,Public,280,489698,212,463005,952915,490190
1226800,BALDWIN BEAUTY SCHOOLS,2020-2021,TX,Proprietary,103,140060,112,207425,347597,140275
1227400,PROVIDENCE UNIVERSITY COLLEGE AND THEOLOGICAL SEMINARY,2020-2021,,Foreign-Private,3,7250,3,3000,10253,7256
1227500,UNIVERSITY OF OXFORD - WOLFSON COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
1227700,NORTHEAST COLLEGE OF HEALTH SCIENCES,2020-2021,NY,Private-Nonprofit,-, -,-, -,0,0
1229300,VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING,2020-2021,NY,Public,308,433177,343,792877,1226397,433828
1230000,PALMER COLLEGE OF CHIROPRACTIC,2020-2021,IA,Private-Nonprofit,54,136152,55,144871,281078,136261
1230200,UNIVERSITY OF CAMBRIDGE - GONVILLE & CAIUS COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
1230900,UNIVERSITY OF WESTERN STATES,2020-2021,OR,Private-Nonprofit,-, -,-, -,0,0
1231500,CORNISH COLLEGE OF THE ARTS,2020-2021,WA,Private-Nonprofit,543,1204113,612,1049879,2254604,1205268
1232800,NORTHWESTERN HEALTH SCIENCES UNIVERSITY,2020-2021,MN,Private-Nonprofit,368,753561,484,1503949,2257994,754413
1233500,ROYAL COLLEGE OF MUSIC,2020-2021,,Foreign-Private,7,13500,7,6000,19507,13514
1234100,UNIVERSITY OF WALES TRINITY SAINT DAVID,2020-2021,,Foreign-Private,-, -,2,7500,7502,2
1234700,PHAGANS' CENTRAL OREGON BEAUTY COLLEGE,2020-2021,OR,Proprietary,220,167472,302,326451,494225,167994
1234800,PHAGANS' BEAUTY COLLEGE,2020-2021,OR,Proprietary,106,93005,133,166097,259235,93244
1235000,PHAGANS' SCHOOL OF HAIR DESIGN,2020-2021,OR,Proprietary,230,350482,253,536438,887173,350965
1235100,PHAGANS' SCHOOL OF BEAUTY,2020-2021,OR,Proprietary,106,88389,120,115593,204102,88615
1235800,PLAZA COLLEGE,2020-2021,NY,Proprietary,2209,4229538,1961,3932231,8163730,4233708
1236200,NORTHWESTERN COLLEGE,2020-2021,IL,Proprietary,1061,1255360,1230,2578897,3835487,1257651
1236400,ST. PAUL'S SCHOOL OF NURSING,2020-2021,NY,Proprietary,1921,3179296,2036,4969624,8150956,3183253
1238600,SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL SCHOOL,2020-2021,MA,Public,113,190759,168,369724,560651,191040
1239300,THOMAS JEFFERSON UNIVERSITY,2020-2021,PA,Private-Nonprofit,3845,7402069,4645,9971664,17378378,7410559
1240700,SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY BOCES,2020-2021,NY,Public,90,143780,143,419138,563061,144013
1242100,UNIVERSITY OF AUCKLAND (THE),2020-2021,,Foreign-Private,9,19750,7,9000,28757,19766
1242500,STONE ACADEMY,2020-2021,CT,Proprietary,2669,5002428,2639,5782017,10787084,5007736
1245200,EVERGREEN VALLEY COLLEGE,2020-2021,CA,Public,63,112993,51,100675,213719,113107
1246100,LINCOLN TECHNICAL INSTITUTE,2020-2021,NJ,Proprietary,7185,9627272,9708,16502983,26139963,9644165
1246200,EASTWICK COLLEGE - HACKENSACK CAMPUS.,2020-2021,NJ,Proprietary,1086,1303474,1087,1573789,2878350,1305647
1248300,PAUL MITCHELL THE SCHOOL DALLAS,2020-2021,TX,Proprietary,1139,1618594,1267,2342681,3962542,1621000
1249600,EVERGREEN BEAUTY AND BARBER COLLEGE,2020-2021,WA,Proprietary,141,215824,149,340858,556831,216114
1250000,RANKEN TECHNICAL COLLEGE,2020-2021,MO,Private-Nonprofit,2543,3744303,2823,4143878,7891004,3749669
1252500,CARIBBEAN UNIVERSITY,2020-2021,PR,Private-Nonprofit,710,1434420,538,1018419,2453377,1435668
1254000,UNIVERSIDAD DE NAVARRA,2020-2021,,Foreign-Private,74,179000,61,116000,295061,179135
1255000,LOS ANGELES MISSION COLLEGE,2020-2021,CA,Public,165,309213,160,351358,660731,309538
1256100,FIVE TOWNS COLLEGE,2020-2021,NY,Proprietary,573,1177088,607,940656,2118351,1178268
1257300,WEST VIRGINIA UNIVERSITY HOSPITALS,2020-2021,WV,Private-Nonprofit,12,28297,26,79994,108317,28335
1257400,RINGLING COLLEGE OF ART AND DESIGN,2020-2021,FL,Private-Nonprofit,1301,3068613,1363,2055233,5125209,3071277
1258000,SAINT LOUIS CHRISTIAN COLLEGE,2020-2021,MO,Private-Nonprofit,126,136285,186,196213,332684,136597
1258600,METROPOLITAN COMMUNITY COLLEGE,2020-2021,NE,Public,5198,2271573,4244,2494205,4770022,2281015
1258900,ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES,2020-2021,NY,Public,257,421932,333,861846,1284111,422522
1260600,EMPIRE BEAUTY SCHOOL,2020-2021,PA,Proprietary,1668,2439771,1769,3413837,5855377,2443208
1262700,THOMAS M. COOLEY LAW SCHOOL,2020-2021,MI,Private-Nonprofit,-, -,-, -,0,0
1265200,ONONDAGA CORTLAND MADISON BOCES,2020-2021,NY,Public,376,577863,418,962927,1541208,578657
1267000,BEL - REA INSTITUTE OF ANIMAL TECHNOLOGY,2020-2021,CO,Proprietary,463,621511,527,834224,1456262,622501
1269300,PELLISSIPPI STATE COMMUNITY COLLEGE,2020-2021,TN,Public,979,1424677,1099,1657557,3083333,1426755
1274400,SOUTHSIDE COLLEGE OF HEALTH SCIENCES,2020-2021,VA,Proprietary,180,280158,146,356882,637186,280484
1275000,EDISON STATE COMMUNITY COLLEGE,2020-2021,OH,Public,670,946689,671,1117743,2065103,948030
1276500,UNIVERSITY OF OXFORD - LINACRE COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
1276600,"NATIONAL UNIVERSITY OF IRELAND, GALWAY",2020-2021,,Foreign-Private,42,97500,44,62000,159544,97586
1278300,"CENTER FOR INSTRUCTION, TECHNOLOGY & INNOVATION",2020-2021,NY,Public,23,32405,41,121918,154364,32469
1280200,PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA,2020-2021,,Foreign-Private,83,124094,77,84499,208670,124254
1280300,DOMINICAN HOUSE OF STUDIES,2020-2021,DC,Private-Nonprofit,-, -,-, -,0,0
1281100,INSTITUTO TECNOLOGICO DE SANTO DOMINGO,2020-2021,,Foreign-Private,6,7166,6,5999,13171,7178
1281300,JOHN WOOD COMMUNITY COLLEGE,2020-2021,IL,Public,1087,838983,1112,945173,1785268,841182
1283900,UNIVERSITY OF CAMBRIDGE - SAINT JOHN'S COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
1284200,OXNARD COLLEGE,2020-2021,CA,Public,111,201109,85,209531,410725,201305
1284800,MOLER HOLLYWOOD BEAUTY ACADEMY,2020-2021,OH,Proprietary,39,42713,41,75837,118591,42793
1285000,INTERNATIONAL SALON AND SPA ACADEMY,2020-2021,CO,Proprietary,261,366596,266,384551,751413,367123
1287000,SOUTHERN STATE COMMUNITY COLLEGE,2020-2021,OH,Public,620,895309,612,1079169,1975090,896541
1287200,NORTH-WEST COLLEGE,2020-2021,CA,Proprietary,1976,3410688,2070,5359785,8772543,3414734
1287900,PAT GOINS BENTON ROAD BEAUTY SCHOOL,2020-2021,LA,Proprietary,274,384290,397,933292,1317979,384961
1288000,CELEBRITY STYLIST BEAUTY SCHOOL,2020-2021,LA,Proprietary,52,83295,60,149953,233308,83407
1288100,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL,2020-2021,MA,Public,44,75249,62,194102,269413,75355
1289600,"NORTH COAST COLLEGE, THE",2020-2021,OH,Proprietary,64,115644,58,127108,242810,115766
1290700,LAKE TAHOE COMMUNITY COLLEGE,2020-2021,CA,Public,105,71772,113,127500,199385,71990
1291200,MTI COLLEGE,2020-2021,CA,Proprietary,1005,1604237,966,2048915,3654118,1606208
1292900,SOUTH HILLS BEAUTY ACADEMY,2020-2021,PA,Proprietary,308,255475,412,504056,759943,256195
1293000,CHARLES & SUE'S SCHOOL OF HAIR DESIGN,2020-2021,TX,Proprietary,78,100003,96,145174,245273,100177
1293200,TINT SCHOOL OF MAKEUP & COSMETOLOGY,2020-2021,WA,Proprietary,71,109944,78,135215,245237,110093
1294800,ROB ROY ACADEMY,2020-2021,MA,Proprietary,71,107343,89,190150,297582,107503
1295400,HUDSON COUNTY COMMUNITY COLLEGE,2020-2021,NJ,Public,435,811581,473,1106515,1918569,812489
1297800,UNIVERSITY OF HUDDERSFIELD (THE),2020-2021,,Foreign-Private,12,22000,15,19500,41515,22027
1298400,PROFESSIONAL INSTITUTE OF BEAUTY,2020-2021,CA,Proprietary,61,50228,9,12357,62594,50298
1300500,OLYMPIAN ACADEMY OF COSMETOLOGY,2020-2021,NM,Proprietary,1023,1406710,1231,2627345,4035286,1408964
1300600,LA' JAMES INTERNATIONAL COLLEGE,2020-2021,IA,Proprietary,9,14945,10,12996,27951,14964
1300700,NAZARENE BIBLE COLLEGE,2020-2021,CO,Private-Nonprofit,387,393903,270,346360,740533,394560
1300800,SUMMIT SALON ACADEMY - PORTLAND,2020-2021,OR,Proprietary,92,140620,90,157438,298148,140802
1301000,LANCASTER BEAUTY SCHOOL,2020-2021,CA,Proprietary,41,58748,40,74650,133438,58829
1301600,OGLE SCHOOL HAIR SKIN NAILS,2020-2021,TX,Proprietary,1515,1906876,1636,3107802,5016314,1910027
1302200,CITY UNIVERSITY OF SEATTLE,2020-2021,WA,Private-Nonprofit,724,826592,628,1058008,1885228,827944
1302900,BORICUA COLLEGE,2020-2021,NY,Private-Nonprofit,188,366512,83,139206,505801,366783
1303900,SOUTH UNIVERSITY,2020-2021,GA,Proprietary,16507,19964025,16351,30464174,50444550,19996883
1307400,AMERICAN BEAUTY COLLEGE,2020-2021,CA,Proprietary,168,255477,107,114832,370416,255752
1308800,CAPRI OAK FOREST BEAUTY COLLEGE,2020-2021,IL,Proprietary,171,256543,192,292185,548920,256906
1309500,SALON SUCCESS ACADEMY,2020-2021,CA,Proprietary,718,1051130,832,1235881,2287843,1052680
1310300,CALIFORNIA WESTERN SCHOOL OF LAW,2020-2021,CA,Private-Nonprofit,-, -,-, -,0,0
1313200,INTERNATIONAL COLLEGE OF BROADCASTING,2020-2021,OH,Proprietary,189,328592,196,372480,701268,328977
1315300,MASSEY UNIVERSITY,2020-2021,,Foreign-Private,14,30901,17,43596,74514,30932
1318900,CONTINENTAL ACADEMIE OF HAIR DESIGN,2020-2021,NH,Proprietary,66,102782,73,161874,264729,102921
1320800,BAPTIST BIBLE COLLEGE,2020-2021,MO,Private-Nonprofit,258,460058,218,349322,809598,460534
1321400,ROXBOROUGH MEMORIAL HOSPITAL,2020-2021,PA,Proprietary,160,305202,252,833486,1138940,305614
1321800,M.J. MURPHY BEAUTY COLLEGE,2020-2021,MI,Proprietary,29,47249,27,60655,107931,47305
1323100,UNIVERSITY OF HOUSTON - VICTORIA,2020-2021,TX,Public,2412,5373779,2227,6005752,11381758,5378418
1323200,ACADEMY OF HAIR DESIGN,2020-2021,NV,Proprietary,360,506850,586,796934,1304370,507796
1324000,LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE,2020-2021,CA,Proprietary,81,107147,83,126686,233916,107311
1326300,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,2020-2021,PA,Proprietary,684,900648,763,979694,1881105,902095
2050300,ACADEMY COLLEGE,2020-2021,MN,Proprietary,172,231476,177,274714,506367,231825
2052200,BLACK RIVER TECHNICAL COLLEGE,2020-2021,AR,Public,617,689843,574,556373,1246790,691034
2052300,UNIVERSITY OF WEST LOS ANGELES,2020-2021,CA,Proprietary,-, -,-, -,0,0
2052400,UNIVERSITY OF CAMBRIDGE - DARWIN COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
2053000,LIBERTY UNIVERSITY,2020-2021,VA,Private-Nonprofit,54705,100477501,58253,125557705,226093459,100590459
2053700,EASTWICK COLLEGE,2020-2021,NJ,Proprietary,1784,2227205,1705,2337501,4566411,2230694
2055400,BOSSIER PARISH COMMUNITY COLLEGE,2020-2021,LA,Public,4935,8819958,5131,12825201,21650290,8830024
2056100,FOUR RIVERS CAREER CENTER,2020-2021,MO,Public,54,78085,50,107464,185599,78189
2056400,CAPRI COSMETOLOGY LEARNING CENTER,2020-2021,NY,Proprietary,259,363575,325,691540,1055440,364159
2056500,MITCHELL'S ACADEMY,2020-2021,NC,Proprietary,114,132114,132,218320,350566,132360
2058600,BK COSMO COLLEGE OF COSMETOLOGY,2020-2021,TX,Proprietary,82,116597,101,191518,308216,116780
2060300,MIAT COLLEGE OF TECHNOLOGY,2020-2021,MI,Proprietary,3880,4582028,4101,6016116,10602245,4590009
2060900,BROWN COLLEGE OF COURT REPORTING,2020-2021,GA,Proprietary,9,10745,20,46586,57351,10774
2061000,VENUS BEAUTY ACADEMY,2020-2021,PA,Proprietary,68,92494,74,108324,200892,92636
2061600,WAYNE'S COLLEGE OF BEAUTY,2020-2021,CA,Proprietary,65,100348,44,40696,141088,100457
2063000,MONTSERRAT COLLEGE OF ART,2020-2021,MA,Private-Nonprofit,473,1074136,526,898684,1973346,1075135
2063500,COASTLINE COMMUNITY COLLEGE,2020-2021,CA,Public,306,304206,268,367196,671670,304780
2063700,SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC,2020-2021,SC,Private-Nonprofit,-, -,-, -,0,0
2065300,PRESCOTT COLLEGE,2020-2021,AZ,Private-Nonprofit,409,973196,400,996650,1970246,974005
2065700,CALIFORNIA BEAUTY COLLEGE,2020-2021,CA,Proprietary,70,85704,88,82407,168199,85862
2066100,OHIO STATE COLLEGE OF BARBER STYLING,2020-2021,OH,Proprietary,290,449257,333,466167,915757,449880
2066200,"NEW SCHOOL, THE",2020-2021,NY,Private-Nonprofit,2726,6002476,2949,5271165,11276590,6008151
2068100,ADLER UNIVERSITY,2020-2021,IL,Private-Nonprofit,-, -,-, -,0,0
2068200,COX COLLEGE,2020-2021,MO,Private-Nonprofit,649,1543725,864,2800218,4344807,1545238
2068300,DOUGLAS EDUCATION CENTER,2020-2021,PA,Proprietary,334,579378,391,662346,1242115,580103
2069000,NEW YORK SCHOOL OF INTERIOR DESIGN,2020-2021,NY,Private-Nonprofit,151,374299,210,610381,984890,374660
2070500,CONCORDIA UNIVERSITY,2020-2021,CA,Private-Nonprofit,1758,4152298,1970,4406848,8561116,4156026
2073300,GALLIA JACKSON VINTON JOINT SCHOOL ADULT EDUCATION,2020-2021,OH,Public,246,327491,255,464041,791787,327992
2073500,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE,2020-2021,AR,Public,443,514977,381,502359,1017717,515801
2073900,WOR-WIC COMMUNITY COLLEGE,2020-2021,MD,Public,602,1057089,302,575389,1632780,1057993
2074000,BRANFORD HALL CAREER INSTITUTE,2020-2021,CT,Proprietary,2,300,2,197,499,304
2074600,SOUTH ARKANSAS COMMUNITY COLLEGE,2020-2021,AR,Public,403,558679,603,931084,1490366,559685
2074800,LIFE UNIVERSITY,2020-2021,GA,Private-Nonprofit,1413,1982999,1500,1918684,3903183,1985912
2075300,UNIVERSITY OF ARKANSAS - PULASKI TECHNICAL COLLEGE,2020-2021,AR,Public,4302,6977302,2400,4239940,11219642,6984004
2075800,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE),2020-2021,CA,Private-Nonprofit,102,267714,100,262127,529941,267916
2077100,MILWAUKEE INSTITUTE OF ART & DESIGN,2020-2021,WI,Private-Nonprofit,1300,2776625,1483,2433522,5211630,2779408
2078000,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY,2020-2021,WI,Private-Nonprofit,-, -,-, -,0,0
2078800,COLLECTIV HAIR DRESSING ACADEMY,2020-2021,UT,Proprietary,138,233768,151,265299,499218,234057
2079400,EMPIRE BEAUTY SCHOOL,2020-2021,PA,Proprietary,1491,2234603,1617,3402513,5638733,2237711
2079700,COLLEGE OF HAIR DESIGN,2020-2021,NE,Proprietary,272,457797,315,547977,1006089,458384
2081400,ARLINGTON BAPTIST UNIVERSITY,2020-2021,TX,Private-Nonprofit,266,472425,324,467908,940657,473015
2082400,UNIVERSITY OF CAMBRIDGE - QUEEN'S COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
2083400,UNIVERSITY OF CAMBRIDGE - WOLFSON COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
2083900,NORTHERN NEW MEXICO COLLEGE,2020-2021,NM,Public,77,152383,96,226102,378581,152556
2084800,RAVENSCROFT BEAUTY COLLEGE,2020-2021,IN,Proprietary,203,288200,252,482539,770991,288655
2087000,OZARKA COLLEGE,2020-2021,AR,Public,432,458320,324,348109,806753,459076
2087400,UNIVERSITY OF CAMBRIDGE - NEWNHAM COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
2087600,CONCORDIA THEOLOGICAL SEMINARY,2020-2021,IN,Private-Nonprofit,-, -,-, -,0,0
2087900,OXFORD BROOKES UNIVERSITY,2020-2021,,Foreign-Private,28,63000,30,48700,111730,63058
2089600,CONCORDE CAREER INSTITUTE,2020-2021,FL,Proprietary,2268,3059826,2502,5308728,8371056,3064596
2090300,CAPRI COLLEGE,2020-2021,IA,Proprietary,268,370223,273,405269,775765,370764
2090700,CLEVELAND UNIVERSITY-KANSAS CITY,2020-2021,KS,Private-Nonprofit,138,295905,156,377189,673250,296199
2092100,MASSACHUSETTS SCHOOL OF BARBERING,2020-2021,MA,Proprietary,50,77709,65,130957,208731,77824
2092300,EASTWICK COLLEGE - NUTLEY CAMPUS,2020-2021,NJ,Proprietary,1183,1367560,1059,1284436,2653055,1369802
2092500,LAUREL TECHNICAL INSTITUTE,2020-2021,PA,Proprietary,578,566221,590,613110,1179921,567389
2093700,LONG ISLAND BUSINESS INSTITUTE,2020-2021,NY,Proprietary,63,104680,74,105227,209981,104817
2094100,BEN-GURION UNIVERSITY OF THE NEGEV,2020-2021,,Foreign-Private,-, -,-, -,0,0
2094400,UNIVERSITY OF CAMBRIDGE - ST EDMUND'S COLLEGE,2020-2021,,Foreign-Private,2,4500,2,6000,10502,4504
2095500,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,2020-2021,,Foreign-Private,-, -,-, -,0,0
2096100,FIELDING GRADUATE UNIVERSITY,2020-2021,CA,Private-Nonprofit,-, -,-, -,0,0
2097300,HASTINGS BEAUTY SCHOOL,2020-2021,MN,Proprietary,14,23290,15,24390,47695,23319
2098300,WESTERN TECHNICAL COLLEGE,2020-2021,TX,Proprietary,2995,5607521,3046,7254478,12865045,5613562
2098400,HERKIMER COUNTY  BOCES PRACTICAL NURSING PROGRAM,2020-2021,NY,Public,44,34759,68,110112,144939,34871
2098800,UNIVERSITY OF PHOENIX,2020-2021,AZ,Proprietary,84899,157611888,94868,223324586,381031342,157791655
2099200,AMERICAN CONSERVATORY THEATER FOUNDATION,2020-2021,CA,Private-Nonprofit,2,4500,2,6000,10502,4504
2099500,CENTRAL COMMUNITY COLLEGE,2020-2021,NE,Public,1146,1835107,993,1565377,3401477,1837246
2099700,ROSS MEDICAL EDUCATION CENTER,2020-2021,MI,Proprietary,905,1496248,1075,2634207,4131530,1498228
2100000,UNIVERSIDAD POLITECNICA DE PUERTO RICO,2020-2021,PR,Private-Nonprofit,4212,6351648,2403,3896155,10250206,6358263
2100500,UNIVERSAL TECHNICAL INSTITUTE,2020-2021,AZ,Proprietary,7054,11189584,7214,12904022,24100820,11203852
2100600,CARRINGTON COLLEGE,2020-2021,AZ,Proprietary,8536,8746689,8974,12060722,20816385,8764199
2101000,NORTHWEST COLLEGE SCHOOL OF BEAUTY,2020-2021,OR,Proprietary,778,1116824,870,1652833,2770527,1118472
2101900,ROEHAMPTON UNIVERSITY,2020-2021,,Foreign-Private,118,168585,127,149083,317795,168830
2102100,KINGSWOOD UNIVERSITY,2020-2021,,Foreign-Private,34,73750,43,86250,160043,73827
2103700,CAPRI INSTITUTE OF HAIR DESIGN,2020-2021,NJ,Proprietary,44,63242,59,112938,176239,63345
2104300,OTSEGO DELAWARE SCHOHARIE GREENE BOCES,2020-2021,NY,Public,78,68250,89,118770,187109,68417
2104400,SPA TECH INSTITUTE,2020-2021,ME,Proprietary,487,600827,640,1214479,1815946,601954
2104900,SUMNER COLLEGE,2020-2021,OR,Proprietary,938,1168126,1159,2148811,3318096,1170223
2105900,BRITTANY BEAUTY ACADEMY,2020-2021,NY,Proprietary,149,193291,185,407054,600530,193625
2106100,COLLEGE OF COSMETOLOGY,2020-2021,OR,Proprietary,111,173214,143,245544,418901,173468
2106600,AMERICAN INSTITUTE,2020-2021,CT,Proprietary,3228,4555825,3136,6425330,10984291,4562189
2107300,PENNSYLVANIA ACADEMY OF THE FINE ARTS,2020-2021,PA,Private-Nonprofit,116,282795,123,213114,496032,283034
2107700,TRUCKEE MEADOWS COMMUNITY COLLEGE,2020-2021,NV,Public,631,1040251,643,1294382,2335276,1041525
2107800,UNIVERSITY OF HAWAII - WEST OAHU,2020-2021,HI,Public,1161,2634884,1062,3095112,5731058,2637107
2108600,LONDON ACADEMY OF MUSIC & DRAMATIC ART,2020-2021,,Foreign-Private,12,19000,18,26500,45518,19030
2110200,COLUMBIA COLLEGE HOLLYWOOD,2020-2021,CA,Private-Nonprofit,1537,2117133,1617,2017797,4136547,2120287
2110800,CALIFORNIA COLLEGE SAN DIEGO,2020-2021,CA,Private-Nonprofit,311,467912,326,441247,909485,468549
2110900,CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES OLEAN,2020-2021,NY,Public,63,92050,72,147379,239501,92185
2111100,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE RICH MOUNTAIN,2020-2021,AR,Public,166,294878,138,249049,544065,295182
2111300,CUYAMACA COLLEGE,2020-2021,CA,Public,35,61680,22,36346,98048,61737
2111600,SOVAH SCHOOL OF HEALTH PROFESSIONS,2020-2021,VA,Proprietary,9,14750,17,39600,54367,14776
2112200,GREAT LAKES INSTITUTE OF TECHNOLOGY,2020-2021,PA,Proprietary,646,807402,744,1237363,2045509,808792
2112700,"NORTH HAVEN ACADEMY, LLC",2020-2021,CT,Proprietary,188,269883,260,485708,755851,270331
2113600,AMERICAN INTERCONTINENTAL UNIVERSITY,2020-2021,AZ,Proprietary,43879,55250594,42759,73923996,129217349,55337232
2113800,ROBERTO-VENN SCHOOL OF LUTHIERY,2020-2021,AZ,Proprietary,28,37094,34,67052,104180,37156
2114200,JOHNSON COLLEGE,2020-2021,PA,Private-Nonprofit,588,1136679,674,1235917,2373270,1137941
2115900,UNIVERSITY OF PORTSMOUTH,2020-2021,,Foreign-Private,21,33500,21,29000,62521,33542
2116300,PUEBLO COMMUNITY COLLEGE,2020-2021,CO,Public,2309,3949606,1059,2212750,6163415,3952974
2116700,UNIVERSITY OF CAMBRIDGE - LUCY CAVENDISH COLLEGE,2020-2021,,Foreign-Private,-, -,-, -,0,0
2116900,UPPER VALLEY CAREER CENTER,2020-2021,OH,Public,95,128608,108,231093,359809,128811
2117100,ART INSTITUTE OF HOUSTON (THE),2020-2021,TX,Proprietary,1887,2615345,1968,3383675,6000988,2619200
2117300,GREAT OAKS CAREER CAMPUSES-SCARLET OAKS,2020-2021,OH,Public,156,245663,209,495750,741622,246028
2117400,BECK SCHOOL OF PRACTICAL NURSING,2020-2021,IL,Public,209,312194,195,446519,758908,312598
2117500,NAROPA UNIVERSITY,2020-2021,CO,Private-Nonprofit,312,765977,278,773128,1539383,766567
