OPE ID,School,academic_year,State,School Type,dl_sub_#,dl_sub_$,dl_unsub_#,dl_unsub_$,Total_$,Total_#
156400,EMORY UNIVERSITY,2020-2021,GA,Private-Nonprofit,3128,6595635,3190,6696834,13295659,6601953
156600,FORT VALLEY STATE UNIVERSITY,2020-2021,GA,Public,3685,7352315,3666,6874750,14230731,7359666
156800,INTERDENOMINATIONAL THEOLOGICAL CENTER,2020-2021,GA,Private-Nonprofit,-, -,-, -,0,0
156900,GEORGIA INSTITUTE OF TECHNOLOGY,2020-2021,GA,Public,5328,11436165,6026,12288422,23730613,11447519
157100,GEORGIA MILITARY COLLEGE,2020-2021,GA,Public,5759,5430630,4950,5250797,10686377,5441339
157200,GEORGIA SOUTHERN UNIVERSITY,2020-2021,GA,Public,16596,33501799,18628,36597348,70117775,33537023
157300,GEORGIA SOUTHWESTERN STATE UNIVERSITY,2020-2021,GA,Public,1741,3709483,1945,3887124,7598552,3713169
157400,GEORGIA STATE UNIVERSITY,2020-2021,GA,Public,28403,62370844,27793,60950480,123349117,62427040
157500,GORDON STATE COLLEGE,2020-2021,GA,Public,2014,3575196,2285,4182850,7760331,3579495
157700,KENNESAW STATE UNIVERSITY,2020-2021,GA,Public,25080,47404872,23910,47998093,95426875,47453862
157800,LAGRANGE COLLEGE,2020-2021,GA,Private-Nonprofit,841,1873186,1034,2000361,3874581,1875061
157900,AUGUSTA UNIVERSITY,2020-2021,GA,Public,3835,8170343,4061,8517284,16691688,8178239
158000,MERCER UNIVERSITY,2020-2021,GA,Private-Nonprofit,4708,10168147,5653,12473108,22646908,10178508
158100,MIDDLE GEORGIA STATE UNIVERSITY,2020-2021,GA,Public,6210,10924346,5779,11078274,22008399,10936335
158200,MOREHOUSE COLLEGE,2020-2021,GA,Private-Nonprofit,1928,4075937,2184,3381197,7459318,4080049
158500,UNIVERSITY OF NORTH GEORGIA,2020-2021,GA,Public,6012,11790912,6950,15242405,27040267,11803874
158600,OGLETHORPE UNIVERSITY,2020-2021,GA,Private-Nonprofit,951,2027674,1023,1691489,3720186,2029648
158700,PAINE COLLEGE,2020-2021,GA,Private-Nonprofit,271,578442,298,358591,937331,579011
158800,PIEDMONT UNIVERSITY,2020-2021,GA,Private-Nonprofit,1392,3222409,1564,3717053,6941026,3225365
158900,REINHARDT UNIVERSITY,2020-2021,GA,Private-Nonprofit,1097,2401984,1263,2304076,4707323,2404344
159000,SAVANNAH STATE UNIVERSITY,2020-2021,GA,Public,4398,7966978,4790,7697380,15669148,7976166
159100,SHORTER UNIVERSITY,2020-2021,GA,Private-Nonprofit,1256,2433658,1546,3068773,5503977,2436460
159200,SOUTH GEORGIA STATE COLLEGE,2020-2021,GA,Public,1090,1839495,1008,1917288,3757791,1841593
159400,SPELMAN COLLEGE,2020-2021,GA,Private-Nonprofit,1776,3973368,1977,3301635,7276980,3977121
159600,TOCCOA FALLS COLLEGE,2020-2021,GA,Private-Nonprofit,1104,2030274,1177,1817230,3848681,2032555
159700,TRUETT MCCONNELL UNIVERSITY,2020-2021,GA,Private-Nonprofit,704,1422446,858,1569043,2992347,1424008
159800,UNIVERSITY OF GEORGIA,2020-2021,GA,Public,9772,22346870,12560,28652999,51012429,22369202
159900,VALDOSTA STATE UNIVERSITY,2020-2021,GA,Public,8531,17572225,9108,17142329,34723662,17589864
160000,WESLEYAN COLLEGE,2020-2021,GA,Private-Nonprofit,531,1145486,674,1330989,2477149,1146691
160100,UNIVERSITY OF WEST GEORGIA,2020-2021,GA,Public,7678,15772577,8306,16207576,31988459,15788561
160200,GEORGIA COLLEGE & STATE UNIVERSITY,2020-2021,GA,Public,2665,5149022,4329,8521011,13674362,5156016
160400,YOUNG HARRIS COLLEGE,2020-2021,GA,Private-Nonprofit,805,1713834,1004,1835527,3550365,1715643
160500,CHAMINADE UNIVERSITY OF HONOLULU,2020-2021,HI,Private-Nonprofit,952,1981726,1013,2452989,4435728,1983691
160600,BRIGHAM YOUNG UNIVERSITY - HAWAII,2020-2021,HI,Private-Nonprofit,458,804560,196,383091,1187847,805214
161000,UNIVERSITY OF HAWAII AT MANOA,2020-2021,HI,Public,5694,13021023,5986,13462661,26489670,13032703
161100,UNIVERSITY OF HAWAII AT HILO,2020-2021,HI,Public,1403,3221243,1340,3246758,6469341,3223986
161200,HONOLULU COMMUNITY COLLEGE,2020-2021,HI,Public,125,173636,136,254503,428275,173897
161300,KAPIOLANI COMMUNITY COLLEGE,2020-2021,HI,Public,780,1187290,794,1704581,2892665,1188864
161400,KAUAI COMMUNITY COLLEGE,2020-2021,HI,Public,77,126953,65,156010,283028,127095
161500,UNIVERSITY OF HAWAII MAUI COLLEGE,2020-2021,HI,Public,289,539598,270,645558,1185426,540157
161600,BOISE STATE UNIVERSITY,2020-2021,ID,Public,8933,19662821,10336,25462708,45135865,19682090
161700,COLLEGE OF IDAHO (THE),2020-2021,ID,Private-Nonprofit,663,1466961,777,1384988,2852726,1468401
161900,COLLEGE OF SOUTHERN IDAHO,2020-2021,ID,Public,866,1355028,501,961910,2317439,1356395
162000,IDAHO STATE UNIVERSITY,2020-2021,ID,Public,4722,10542384,4109,10588410,21134903,10551215
162100,LEWIS-CLARK STATE COLLEGE,2020-2021,ID,Public,1857,3966325,1801,4785865,8753991,3969983
162300,NORTH IDAHO COLLEGE,2020-2021,ID,Public,2516,2427930,1205,1658287,4087422,2431651
162400,NORTHWEST NAZARENE UNIVERSITY,2020-2021,ID,Private-Nonprofit,1174,2540617,1360,2623444,5165421,2543151
162500,BRIGHAM YOUNG UNIVERSITY - IDAHO,2020-2021,ID,Private-Nonprofit,11380,21730892,9280,21683119,43423291,21751552
162600,UNIVERSITY OF IDAHO,2020-2021,ID,Public,4251,9039559,4759,10191651,19235969,9048569
162800,AMERICAN ACADEMY OF ART COLLEGE,2020-2021,IL,Proprietary,255,575385,246,471057,1046688,575886
163200,AQUINAS INSTITUTE OF THEOLOGY,2020-2021,MO,Private-Nonprofit,-, -,-, -,0,0
163300,AUGUSTANA COLLEGE,2020-2021,IL,Private-Nonprofit,2165,4907937,2868,4899305,9810110,4912970
163400,AURORA UNIVERSITY,2020-2021,IL,Private-Nonprofit,3829,8827306,3788,8259372,17090466,8834923
163600,SOUTHWESTERN ILLINOIS COLLEGE,2020-2021,IL,Public,1300,1754972,666,1130968,2886606,1756938
163700,BETHANY THEOLOGICAL SEMINARY,2020-2021,IN,Private-Nonprofit,-, -,-, -,0,0
163800,BLACK HAWK COLLEGE,2020-2021,IL,Public,483,639255,553,726286,1366094,640291
163900,BLACKBURN UNIVERSITY,2020-2021,IL,Private-Nonprofit,549,1173509,647,1085125,2259281,1174705
164000,PRAIRIE STATE COLLEGE,2020-2021,IL,Public,496,890861,569,1103420,1994850,891926
164100,BRADLEY UNIVERSITY,2020-2021,IL,Private-Nonprofit,4356,9990685,5524,9267503,19263712,10000565
164300,SPOON RIVER COLLEGE,2020-2021,IL,Public,291,404516,359,414238,819113,405166
164800,CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE,2020-2021,IL,Public,168,235784,173,314546,550503,236125
164900,RICHARD J DALEY COLLEGE-CITY COLLEGES OF CHICAGO,2020-2021,IL,Public,43,43724,40,41868,85632,43807
165000,CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE,2020-2021,IL,Public,254,430898,272,540209,971379,431424
165200,HAROLD WASHINGTON COLLEGE,2020-2021,IL,Public,204,303713,198,345571,649482,304115
165400,CITY COLLEGES OF CHICAGO - KENNEDY KING COLLEGE,2020-2021,IL,Public,144,234329,128,193874,428331,234601
165500,WILBUR WRIGHT COLLEGE,2020-2021,IL,Public,93,126808,107,192816,319731,127008
165700,MIDWESTERN UNIVERSITY,2020-2021,IL,Private-Nonprofit,-, -,-, -,0,0
165900,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE,2020-2021,IL,Private-Nonprofit,-, -,-, -,0,0
166100,CHICAGO THEOLOGICAL SEMINARY,2020-2021,IL,Private-Nonprofit,-, -,-, -,0,0
166400,UNIVERSITY OF ST. FRANCIS,2020-2021,IL,Private-Nonprofit,1479,3489329,1602,3898549,7389480,3492410
166500,COLUMBIA COLLEGE CHICAGO,2020-2021,IL,Private-Nonprofit,6468,14347666,7516,12835720,27190902,14361650
166600,CONCORDIA UNIVERSITY,2020-2021,IL,Private-Nonprofit,1540,3227704,1616,3246261,6475581,3230860
166900,DANVILLE AREA COMMUNITY COLLEGE,2020-2021,IL,Public,84,119609,120,234922,354651,119813
167100,DEPAUL UNIVERSITY,2020-2021,IL,Private-Nonprofit,17042,26013921,18001,22786456,48818378,26048964
167400,EASTERN ILLINOIS UNIVERSITY,2020-2021,IL,Public,4209,9224577,4666,8785313,18014556,9233452
167500,ELGIN COMMUNITY COLLEGE,2020-2021,IL,Public,706,587869,915,989345,1578129,589490
167600,ELMHURST UNIVERSITY,2020-2021,IL,Private-Nonprofit,2643,6058859,2658,4625928,10687445,6064160
167800,EUREKA COLLEGE,2020-2021,IL,Private-Nonprofit,501,1076148,520,913525,1990193,1077169
168100,HIGHLAND COMMUNITY COLLEGE,2020-2021,IL,Public,195,300149,158,225527,525834,300502
168200,GARRETT-EVANGELICAL THEOLOGICAL SEMINARY,2020-2021,IL,Private-Nonprofit,-, -,-, -,0,0
168400,GREENVILLE UNIVERSITY,2020-2021,IL,Private-Nonprofit,991,2160599,1067,2470914,4632580,2162657
168500,HEBREW THEOLOGICAL COLLEGE,2020-2021,IL,Private-Nonprofit,41,72860,39,58182,131081,72940
168800,ILLINOIS COLLEGE,2020-2021,IL,Private-Nonprofit,1382,2898458,1720,2898813,5798991,2901560
168900,ILLINOIS COLLEGE OF OPTOMETRY,2020-2021,IL,Private-Nonprofit,-, -,-, -,0,0
169100,ILLINOIS INSTITUTE OF TECHNOLOGY,2020-2021,IL,Private-Nonprofit,2158,4636750,2091,3700916,8339757,4640999
169200,ILLINOIS STATE UNIVERSITY,2020-2021,IL,Public,13619,29553115,15836,28463800,58032751,29582570
169300,NORTHEASTERN ILLINOIS UNIVERSITY,2020-2021,IL,Public,2309,5072541,1837,4160683,9235061,5076687
169400,CHICAGO STATE UNIVERSITY,2020-2021,IL,Public,1438,3117015,1427,4275854,7394296,3119880
169600,ILLINOIS WESLEYAN UNIVERSITY,2020-2021,IL,Private-Nonprofit,1644,3739011,1907,3318776,7059694,3742562
169900,JOLIET JUNIOR COLLEGE,2020-2021,IL,Public,908,1200756,1107,1630260,2832123,1202771
170000,JUDSON UNIVERSITY,2020-2021,IL,Private-Nonprofit,967,2037019,1163,2473007,4511189,2039149
170400,KNOX COLLEGE,2020-2021,IL,Private-Nonprofit,1766,2695209,1889,1922792,4619890,2698864
170500,ILLINOIS VALLEY COMMUNITY COLLEGE,2020-2021,IL,Public,109,165518,154,261756,427428,165781
170600,LAKE FOREST COLLEGE,2020-2021,IL,Private-Nonprofit,1226,2799158,1432,2463342,5263932,2801816
170700,LEWIS UNIVERSITY,2020-2021,IL,Private-Nonprofit,3321,7617047,3735,7952377,15573159,7624103
170800,LINCOLN CHRISTIAN UNIVERSITY,2020-2021,IL,Private-Nonprofit,320,593870,308,503650,1097828,594498
170900,LINCOLN COLLEGE,2020-2021,IL,Private-Nonprofit,1303,2444562,1399,2218555,4664516,2447264
171000,LOYOLA UNIVERSITY CHICAGO,2020-2021,IL,Private-Nonprofit,8895,19528089,10974,20979571,40518634,19547958
171200,LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO,2020-2021,IL,Private-Nonprofit,-, -,-, -,0,0
171600,MACCORMAC COLLEGE,2020-2021,IL,Private-Nonprofit,153,269735,297,1153281,1423313,270185
172100,MCCORMICK THEOLOGICAL SEMINARY,2020-2021,IL,Private-Nonprofit,-, -,1,7500,7501,1
172200,MCKENDREE UNIVERSITY,2020-2021,IL,Private-Nonprofit,1400,2895528,1567,3217870,6114965,2898495
172300,MEADVILLE THEOLOGICAL SCHOOL OF LOMBARD COLLEGE,2020-2021,IL,Private-Nonprofit,-, -,-, -,0,0
172400,MILLIKIN UNIVERSITY,2020-2021,IL,Private-Nonprofit,2016,4383685,2344,4305675,8691704,4388045
172500,MONMOUTH COLLEGE,2020-2021,IL,Private-Nonprofit,941,2006348,1184,2122383,4129915,2008473
